PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"4033583","Spectral transmittance and contrast in breast diaphanography","Ertefai S, Profio AE.","Med Phys. 1985 Jul-Aug;12(4):393-400. doi: 10.1118/1.595701.","Ertefai S","Med Phys","1985","1985/07/01","","","10.1118/1.595701"
"33037671","3D wide-field multispectral photoacoustic imaging of human melanomas in vivo: a pilot study","Park B, Bang CH, Lee C, Han JH, Choi W, Kim J, Park GS, Rhie JW, Lee JH, Kim C.","J Eur Acad Dermatol Venereol. 2021 Mar;35(3):669-676. doi: 10.1111/jdv.16985. Epub 2020 Dec 5.","Park B","J Eur Acad Dermatol Venereol","2021","2020/10/10","","","10.1111/jdv.16985"
"22876354","Multispectral nanoparticle contrast agents for true-color spectroscopic optical coherence tomography","Li YL, Seekell K, Yuan H, Robles FE, Wax A.","Biomed Opt Express. 2012 Aug 1;3(8):1914-23. doi: 10.1364/BOE.3.001914. Epub 2012 Jul 20.","Li YL","Biomed Opt Express","2012","2012/08/10","PMC3409709","","10.1364/BOE.3.001914"
"21572915","Non-invasive, Contrast-enhanced Spectral Imaging of Breast Cancer Signatures in Preclinical Animal Models In vivo","Ramanujan VK, Ren S, Park S, Farkas DL.","J Cell Sci Ther. 2010 Oct 2;1(102):1000102. doi: 10.4172/2157-7013.1000102.","Ramanujan VK","J Cell Sci Ther","2010","2011/05/17","PMC3093534","NIHMS247789","10.4172/2157-7013.1000102"
"36658278","HyU: Hybrid Unmixing for longitudinal in vivo imaging of low signal-to-noise fluorescence","Chiang HJ, Koo DES, Kitano M, Burkitt S, Unruh JR, Zavaleta C, Trinh LA, Fraser SE, Cutrale F.","Nat Methods. 2023 Feb;20(2):248-258. doi: 10.1038/s41592-022-01751-5. Epub 2023 Jan 19.","Chiang HJ","Nat Methods","2023","2023/01/19","PMC9911352","","10.1038/s41592-022-01751-5"
"28485130","Fluorescence hyperspectral imaging (fHSI) using a spectrally resolved detector array","Luthman AS, Dumitru S, Quiros-Gonzalez I, Joseph J, Bohndiek SE.","J Biophotonics. 2017 Jun;10(6-7):840-853. doi: 10.1002/jbio.201600304. Epub 2017 May 9.","Luthman AS","J Biophotonics","2017","2017/05/10","PMC5953275","","10.1002/jbio.201600304"
"31528662","Hyperspectral imaging for head and neck cancer detection: specular glare and variance of the tumor margin in surgical specimens","Halicek M, Fabelo H, Ortega S, Little JV, Wang X, Chen AY, Callico GM, Myers L, Sumer BD, Fei B.","J Med Imaging (Bellingham). 2019 Jul;6(3):035004. doi: 10.1117/1.JMI.6.3.035004. Epub 2019 Sep 14.","Halicek M","J Med Imaging (Bellingham)","2019","2019/09/19","PMC6744927","","10.1117/1.JMI.6.3.035004"
"27069872","Performance of a Multispectral Optoacoustic Tomography (MSOT) System equipped with 2D vs. 3D Handheld Probes for Potential Clinical Translation","Neuschmelting V, Burton NC, Lockau H, Urich A, Harmsen S, Ntziachristos V, Kircher MF.","Photoacoustics. 2015 Dec 25;4(1):1-10. doi: 10.1016/j.pacs.2015.12.001. eCollection 2016 Mar.","Neuschmelting V","Photoacoustics","2015","2016/04/13","PMC4811917","","10.1016/j.pacs.2015.12.001"
"31907497","The search for a unique Raman signature of amyloid-beta plaques in human brain tissue from Alzheimer's disease patients","Lochocki B, Morrema THJ, Ariese F, Hoozemans JJM, de Boer JF.","Analyst. 2020 Mar 2;145(5):1724-1736. doi: 10.1039/c9an02087j.","Lochocki B","Analyst","2020","2020/01/08","","","10.1039/c9an02087j"
"33440536","Real-Time Imaging Tracking of a Dual Fluorescent Drug Delivery System Based on Zinc Phthalocyanine-Incorporated Hydrogel","Dong X, Wei C, Chen H, Qin J, Liang J, Kong D, Liu T, Lv F.","ACS Biomater Sci Eng. 2016 Nov 14;2(11):2001-2010. doi: 10.1021/acsbiomaterials.6b00403. Epub 2016 Sep 15.","Dong X","ACS Biomater Sci Eng","2016","2021/01/14","","","10.1021/acsbiomaterials.6b00403"
"20445830","Image-guided near infrared spectroscopy using boundary element method: phantom validation","Srinivasan S, Carpenter C, Pogue BW, Paulsen KD.","Proc SPIE Int Soc Opt Eng. 2009 Feb 20;7171:717103. doi: 10.1117/12.808938.","Srinivasan S","Proc SPIE Int Soc Opt Eng","2009","2011/09/28","PMC2863336","NIHMS194402","10.1117/12.808938"
"27367111","Uniqueness in multispectral constant-wave epi-illumination imaging","Garcia-Allende PB, Radrich K, Symvoulidis P, Glatz J, Koch M, Jentoft KM, Ripoll J, Ntziachristos V.","Opt Lett. 2016 Jul 1;41(13):3098-101. doi: 10.1364/OL.41.003098.","Garcia-Allende PB","Opt Lett","2016","2016/07/02","","","10.1364/OL.41.003098"
"21258457","A dual-modality optical coherence tomography and fluorescence lifetime imaging microscopy system for simultaneous morphological and biochemical tissue characterization","Park J, Jo JA, Shrestha S, Pande P, Wan Q, Applegate BE.","Biomed Opt Express. 2010 Jul 16;1(1):186-200. doi: 10.1364/BOE.1.000186.","Park J","Biomed Opt Express","2010","2011/01/25","PMC3005181","","10.1364/BOE.1.000186"
"34661967","In vivo sensing of cutaneous edema: A comparative study of diffuse reflectance, Raman spectroscopy and multispectral imaging","Budylin GS, Davydov DA, Zlobina NV, Baev AV, Artyushenko VG, Yakimov BP, Shirshin EA.","J Biophotonics. 2022 Jan;15(1):e202100268. doi: 10.1002/jbio.202100268. Epub 2021 Oct 30.","Budylin GS","J Biophotonics","2022","2021/10/18","","","10.1002/jbio.202100268"
"28263836","Optical barcoding of PLGA for multispectral analysis of nanoparticle fate in vivo","Medina DX, Householder KT, Ceton R, Kovalik T, Heffernan JM, Shankar RV, Bowser RP, Wechsler-Reya RJ, Sirianni RW.","J Control Release. 2017 May 10;253:172-182. doi: 10.1016/j.jconrel.2017.02.033. Epub 2017 Mar 3.","Medina DX","J Control Release","2017","2017/03/07","","","10.1016/j.jconrel.2017.02.033"
"25667443","Complementarity of variable-magnification and spectral-separation fluorescence imaging systems for noninvasive detection of metastasis and intravital detection of single cancer cells in mouse models","Zhang Y, Hiroshima Y, Ma H, Zhang N, Zhao M, Hoffman RM.","Anticancer Res. 2015 Feb;35(2):661-7.","Zhang Y","Anticancer Res","2015","2015/02/11","","",""
"27566102","High-Resolution Multispectral Optoacoustic Tomography of the Vascularization and Constitutive Hypoxemia of Cancerous Tumors","Chekkoury A, Nunes A, Gateau J, Symvoulidis P, Feuchtinger A, Beziere N, Ovsepian SV, Walch A, Ntziachristos V.","Neoplasia. 2016 Aug;18(8):459-67. doi: 10.1016/j.neo.2016.06.004.","Chekkoury A","Neoplasia","2016","2016/08/28","PMC5018092","","10.1016/j.neo.2016.06.004"
"35699479","Non-invasive metabolic profiling of inflammation in joints and entheses by multispectral optoacoustic tomography","Tascilar K, Fagni F, Kleyer A, Bayat S, Heidemann R, Steiger F, Krönke G, Bohr D, Ramming A, Hartmann F, Klett D, Federle A, Regensburger AP, Wagner AL, Knieling F, Neurath MF, Schett G, Waldner M, Simon D.","Rheumatology (Oxford). 2023 Feb 1;62(2):841-849. doi: 10.1093/rheumatology/keac346.","Tascilar K","Rheumatology (Oxford)","2023","2022/06/14","","","10.1093/rheumatology/keac346"
"26848506","Real-Time Fluorescence Tracking of Protoporphyrin Incorporated Thermosensitive Hydrogel and Its Drug Release in Vivo","Dong X, Wei C, Liu T, Lv F, Qian Z.","ACS Appl Mater Interfaces. 2016 Mar 2;8(8):5104-13. doi: 10.1021/acsami.5b11493. Epub 2016 Feb 16.","Dong X","ACS Appl Mater Interfaces","2016","2016/02/06","","","10.1021/acsami.5b11493"
"28540184","Detection of intramyocardially injected DiR-labeled mesenchymal stem cells by optical and optoacoustic tomography","Berninger MT, Mohajerani P, Wildgruber M, Beziere N, Kimm MA, Ma X, Haller B, Fleming MJ, Vogt S, Anton M, Imhoff AB, Ntziachristos V, Meier R, Henning TD.","Photoacoustics. 2017 May 4;6:37-47. doi: 10.1016/j.pacs.2017.04.002. eCollection 2017 Jun.","Berninger MT","Photoacoustics","2017","2017/05/26","PMC5430154","","10.1016/j.pacs.2017.04.002"
"32550903","S-nitrosothiols loaded mini-sized Au@silica nanorod elicits collagen depletion and mitochondrial damage in solid tumor treatment","Liu P, Wang Y, Liu Y, Tan F, Li J, Li N.","Theranostics. 2020 May 20;10(15):6774-6789. doi: 10.7150/thno.42661. eCollection 2020.","Liu P","Theranostics","2020","2020/06/20","PMC7295055","","10.7150/thno.42661"
"27054463","In Vivo Chemiluminescent Imaging Agents for Nitroreductase and Tissue Oxygenation","Cao J, Campbell J, Liu L, Mason RP, Lippert AR.","Anal Chem. 2016 May 3;88(9):4995-5002. doi: 10.1021/acs.analchem.6b01096. Epub 2016 Apr 15.","Cao J","Anal Chem","2016","2016/04/08","PMC5033617","NIHMS816051","10.1021/acs.analchem.6b01096"
"36589697","In Vivo Assessment and Monitoring of Burn Wounds Using a Handheld Terahertz Hyperspectral Scanner","Osman OB, Harris ZB, Zhou JW, Khani ME, Singer AJ, Arbab MH.","Adv Photonics Res. 2022 May;3(5):2100095. doi: 10.1002/adpr.202100095. Epub 2022 Jan 17.","Osman OB","Adv Photonics Res","2022","2023/01/02","PMC9797155","NIHMS1772841","10.1002/adpr.202100095"
"28755860","Dynamic and accurate assessment of acetaminophen-induced hepatotoxicity by integrated photoacoustic imaging and mechanistic biomarkers in vivo","Brillant N, Elmasry M, Burton NC, Rodriguez JM, Sharkey JW, Fenwick S, Poptani H, Kitteringham NR, Goldring CE, Kipar A, Park BK, Antoine DJ.","Toxicol Appl Pharmacol. 2017 Oct 1;332:64-74. doi: 10.1016/j.taap.2017.07.019. Epub 2017 Jul 26.","Brillant N","Toxicol Appl Pharmacol","2017","2017/07/31","","","10.1016/j.taap.2017.07.019"
"32290487","Long-term Risk Assessment for Medical Application of Cold Atmospheric Pressure Plasma","Rutkowski R, Daeschlein G, von Woedtke T, Smeets R, Gosau M, Metelmann HR.","Diagnostics (Basel). 2020 Apr 11;10(4):210. doi: 10.3390/diagnostics10040210.","Rutkowski R","Diagnostics (Basel)","2020","2020/04/16","PMC7235715","","10.3390/diagnostics10040210"
"35575738","Noninvasive Measurement of Oxygen Saturation in Human Retinal Blood Vessels and Tissues With Multispectral Confocal Imaging","Khoobehi B, Wafapoor H, Eaton A, Liu R, Firn K, Kubilay T.","Ophthalmic Surg Lasers Imaging Retina. 2022 May;53(5):275-283. doi: 10.3928/23258160-20220420-01. Epub 2022 May 1.","Khoobehi B","Ophthalmic Surg Lasers Imaging Retina","2022","2022/05/16","","","10.3928/23258160-20220420-01"
"36052742","Dual near-infrared II laser modulates the cellular redox state of T cells and augments the efficacy of cancer immunotherapy","Katagiri W, Yokomizo S, Ishizuka T, Yamashita K, Kopp T, Roessing M, Sato A, Iwasaki T, Sato H, Fukuda T, Monaco H, Manganiello S, Nomura S, Ng MR, Feil S, Ogawa E, Fukumura D, Atochin DN, Choi HS, Kashiwagi S.","FASEB J. 2022 Oct;36(10):e22521. doi: 10.1096/fj.202200033R.","Katagiri W","FASEB J","2022","2022/09/02","PMC9574655","NIHMS1840326","10.1096/fj.202200033R"
"33309846","Understanding the role of colon-specific microparticles based on retrograded starch/pectin in the delivery of chitosan nanoparticles along the gastrointestinal tract","Dos Santos AM, Meneguin AB, Akhter DT, Fletcher N, Houston ZH, Bell C, Thurecht KJ, Gremião MPD.","Eur J Pharm Biopharm. 2021 Jan;158:371-378. doi: 10.1016/j.ejpb.2020.12.004. Epub 2020 Dec 10.","Dos Santos AM","Eur J Pharm Biopharm","2021","2020/12/14","","","10.1016/j.ejpb.2020.12.004"
"32226306","Noninvasive monitoring of liver metastasis development via combined multispectral photoacoustic imaging and fluorescence diffuse optical tomography","Lavaud J, Henry M, Gayet P, Fertin A, Vollaire J, Usson Y, Coll JL, Josserand V.","Int J Biol Sci. 2020 Mar 12;16(9):1616-1628. doi: 10.7150/ijbs.40896. eCollection 2020.","Lavaud J","Int J Biol Sci","2020","2020/04/01","PMC7097915","","10.7150/ijbs.40896"
"20199661","Multifunctional Nanocarriers for diagnostics, drug delivery and targeted treatment across blood-brain barrier: perspectives on tracking and neuroimaging","Bhaskar S, Tian F, Stoeger T, Kreyling W, de la Fuente JM, Grazú V, Borm P, Estrada G, Ntziachristos V, Razansky D.","Part Fibre Toxicol. 2010 Mar 3;7:3. doi: 10.1186/1743-8977-7-3.","Bhaskar S","Part Fibre Toxicol","2010","2010/03/05","PMC2847536","","10.1186/1743-8977-7-3"
"30867835","Real-Time Monitoring of Pharmacokinetics of Antibiotics in Biofilms with Raman-Tagged Hyperspectral Stimulated Raman Scattering Microscopy","Bae K, Zheng W, Ma Y, Huang Z.","Theranostics. 2019 Feb 14;9(5):1348-1357. doi: 10.7150/thno.32043. eCollection 2019.","Bae K","Theranostics","2019","2019/03/15","PMC6401501","","10.7150/thno.32043"
"28166417","Detection of microspheres in vivo using multispectral optoacoustic tomography","Bhutiani N, Kimbrough CW, Burton NC, Morscher S, Egger M, McMasters K, Woloszynska-Read A, El-Baz A, McNally LR.","Biotech Histochem. 2017;92(1):1-6. doi: 10.1080/10520295.2016.1251611. Epub 2017 Feb 6.","Bhutiani N","Biotech Histochem","2017","2017/02/07","PMC5505494","NIHMS876161","10.1080/10520295.2016.1251611"
"30932478","Automatic 3D Nonlinear Registration of Mass Spectrometry Imaging and Magnetic Resonance Imaging Data","Abdelmoula WM, Regan MS, Lopez BGC, Randall EC, Lawler S, Mladek AC, Nowicki MO, Marin BM, Agar JN, Swanson KR, Kapur T, Sarkaria JN, Wells W, Agar NYR.","Anal Chem. 2019 May 7;91(9):6206-6216. doi: 10.1021/acs.analchem.9b00854. Epub 2019 Apr 22.","Abdelmoula WM","Anal Chem","2019","2019/04/02","PMC6691508","NIHMS1035893","10.1021/acs.analchem.9b00854"
"33221238","Label-Free Visualization and Quantification of Biochemical Markers of Atherosclerotic Plaque Progression Using Intravascular Fluorescence Lifetime","Bec J, Vela D, Phipps JE, Agung M, Unger J, Margulies KB, Southard JA, Buja LM, Marcu L.","JACC Cardiovasc Imaging. 2021 Sep;14(9):1832-1842. doi: 10.1016/j.jcmg.2020.10.004. Epub 2020 Nov 18.","Bec J","JACC Cardiovasc Imaging","2021","2020/11/22","PMC8116358","NIHMS1646738","10.1016/j.jcmg.2020.10.004"
"20920429","Hyperspectral imaging in diabetic foot wound care","Yudovsky D, Nouvong A, Pilon L.","J Diabetes Sci Technol. 2010 Sep 1;4(5):1099-113. doi: 10.1177/193229681000400508.","Yudovsky D","J Diabetes Sci Technol","2010","2010/10/06","PMC2956800","","10.1177/193229681000400508"
"21198164","Wavelength optimization for rapid chromophore mapping using spatial frequency domain imaging","Mazhar A, Dell S, Cuccia DJ, Gioux S, Durkin AJ, Frangioni JV, Tromberg BJ.","J Biomed Opt. 2010 Nov-Dec;15(6):061716. doi: 10.1117/1.3523373.","Mazhar A","J Biomed Opt","2010","2011/01/05","PMC3031903","","10.1117/1.3523373"
"36173350","Hyperspectral mapping of the response of grapevine cultivars to Plasmopara viticola infection at the tissue scale","Oerke EC, Juraschek L, Steiner U.","J Exp Bot. 2023 Jan 1;74(1):377-395. doi: 10.1093/jxb/erac390.","Oerke EC","J Exp Bot","2023","2022/09/29","","","10.1093/jxb/erac390"
"29328216","Photoacoustic and hyperspectral dual-modality endoscope","Liu N, Yang S, Xing D.","Opt Lett. 2018 Jan 1;43(1):138-141. doi: 10.1364/OL.43.000138.","Liu N","Opt Lett","2018","2018/01/13","","","10.1364/OL.43.000138"
"35284194","Robustness of diffuse reflectance spectra analysis by inverse adding doubling algorithm","Tomanič T, Rogelj L, Milanič M.","Biomed Opt Express. 2022 Jan 21;13(2):921-949. doi: 10.1364/BOE.443880. eCollection 2022 Feb 1.","Tomanič T","Biomed Opt Express","2022","2022/03/14","PMC8884198","","10.1364/BOE.443880"
"32121739","Measurement of absorption in scattering media using objective laser speckle: application to blood oximetry","Carles G, Brewer L, Harvey AR.","Opt Express. 2020 Feb 17;28(4):5119-5133. doi: 10.1364/OE.383318.","Carles G","Opt Express","2020","2020/03/04","","","10.1364/OE.383318"
"23697767","Dual fluorescent HPMA copolymers for passive tumor targeting with pH-sensitive drug release II: impact of release rate on biodistribution","Chytil P, Hoffmann S, Schindler L, Kostka L, Ulbrich K, Caysa H, Mueller T, Mäder K, Etrych T.","J Control Release. 2013 Dec 10;172(2):504-12. doi: 10.1016/j.jconrel.2013.05.008. Epub 2013 May 19.","Chytil P","J Control Release","2013","2013/05/24","","","10.1016/j.jconrel.2013.05.008"
"16312219","Four-color, 4-D time-lapse confocal imaging of chick embryos","Teddy JM, Lansford R, Kulesa PM.","Biotechniques. 2005 Nov;39(5):703-10. doi: 10.2144/000112017.","Teddy JM","Biotechniques","2005","2005/11/30","","","10.2144/000112017"
"21587157","Cerebral blood oxygenation measurement based on oxygen-dependent quenching of phosphorescence","Sakadžić S, Roussakis E, Yaseen MA, Mandeville ET, Srinivasan VJ, Arai K, Ruvinskaya S, Wu W, Devor A, Lo EH, Vinogradov SA, Boas DA.","J Vis Exp. 2011 May 4;(51):1694. doi: 10.3791/1694.","Sakadžić S","J Vis Exp","2011","2011/05/19","PMC3197095","","10.3791/1694"
"21196026","Quantum dots brighten biological imaging","Byers RJ, Hitchman ER.","Prog Histochem Cytochem. 2011 Feb;45(4):201-37. doi: 10.1016/j.proghi.2010.11.001. Epub 2010 Dec 31.","Byers RJ","Prog Histochem Cytochem","2011","2011/01/04","","","10.1016/j.proghi.2010.11.001"
"35853917","Depolarization imaging for fast and non-invasive monitoring of cervical microstructure remodeling in vivo during pregnancy","Rehbinder J, Vizet J, Park J, Ossikovski R, Vanel JC, Nazac A, Pierangelo A.","Sci Rep. 2022 Jul 19;12(1):12321. doi: 10.1038/s41598-022-15852-w.","Rehbinder J","Sci Rep","2022","2022/07/19","PMC9296502","","10.1038/s41598-022-15852-w"
"21412449","Spectroscopic detection improves multi-color quantification in fluorescence tomography","Zacharakis G, Favicchio R, Simantiraki M, Ripoll J.","Biomed Opt Express. 2011 Jan 31;2(3):431-9. doi: 10.1364/BOE.2.000431.","Zacharakis G","Biomed Opt Express","2011","2011/03/18","PMC3047349","","10.1364/BOE.2.000431"
"27375077","Imaging technologies for monitoring the safety, efficacy and mechanisms of action of cell-based regenerative medicine therapies in models of kidney disease","Sharkey J, Scarfe L, Santeramo I, Garcia-Finana M, Park BK, Poptani H, Wilm B, Taylor A, Murray P.","Eur J Pharmacol. 2016 Nov 5;790:74-82. doi: 10.1016/j.ejphar.2016.06.056. Epub 2016 Jul 1.","Sharkey J","Eur J Pharmacol","2016","2016/07/05","PMC5063540","","10.1016/j.ejphar.2016.06.056"
"28860899","Photoacoustic Imaging for Differential Diagnosis of Benign Polyps versus Malignant Polyps of the Gallbladder: A Preliminary Study","Chae HD, Lee JY, Jang JY, Chang JH, Kang J, Kang MJ, Han JK.","Korean J Radiol. 2017 Sep-Oct;18(5):821-827. doi: 10.3348/kjr.2017.18.5.821. Epub 2017 Jul 17.","Chae HD","Korean J Radiol","2017","2017/09/02","PMC5552465","","10.3348/kjr.2017.18.5.821"
"24869754","In vivo metabolic fingerprinting of neutral lipids with hyperspectral stimulated Raman scattering microscopy","Fu D, Yu Y, Folick A, Currie E, Farese RV Jr, Tsai TH, Xie XS, Wang MC.","J Am Chem Soc. 2014 Jun 18;136(24):8820-8. doi: 10.1021/ja504199s. Epub 2014 Jun 9.","Fu D","J Am Chem Soc","2014","2014/05/30","PMC4073829","","10.1021/ja504199s"
"35094361","Macroscopic Fluorescence Lifetime Imaging for Monitoring of Drug-Target Engagement","Ochoa M, Rudkouskaya A, Smith JT, Intes X, Barroso M.","Methods Mol Biol. 2022;2394:837-856. doi: 10.1007/978-1-0716-1811-0_44.","Ochoa M","Methods Mol Biol","2022","2022/01/30","PMC8941982","NIHMS1787710","10.1007/978-1-0716-1811-0_44"
"36546622","Computational macroscopic lifetime imaging and concentration unmixing of autofluorescence","Ochoa M, Smith JT, Gao S, Intes X.","J Biophotonics. 2022 Dec;15(12):e202200133. doi: 10.1002/jbio.202200133. Epub 2022 Aug 13.","Ochoa M","J Biophotonics","2022","2022/12/22","","","10.1002/jbio.202200133"
"31530809","Non-invasive in vivo hyperspectral imaging of the retina for potential biomarker use in Alzheimer's disease","Hadoux X, Hui F, Lim JKH, Masters CL, Pébay A, Chevalier S, Ha J, Loi S, Fowler CJ, Rowe C, Villemagne VL, Taylor EN, Fluke C, Soucy JP, Lesage F, Sylvestre JP, Rosa-Neto P, Mathotaarachchi S, Gauthier S, Nasreddine ZS, Arbour JD, Rhéaume MA, Beaulieu S, Dirani M, Nguyen CTO, Bui BV, Williamson R, Crowston JG, van Wijngaarden P.","Nat Commun. 2019 Sep 17;10(1):4227. doi: 10.1038/s41467-019-12242-1.","Hadoux X","Nat Commun","2019","2019/09/19","PMC6748929","","10.1038/s41467-019-12242-1"
"22556422","Matrix disruptions, growth, and degradation of cartilage with impaired sulfation","Mertz EL, Facchini M, Pham AT, Gualeni B, De Leonardis F, Rossi A, Forlino A.","J Biol Chem. 2012 Jun 22;287(26):22030-42. doi: 10.1074/jbc.M110.116467. Epub 2012 May 3.","Mertz EL","J Biol Chem","2012","2012/05/05","PMC3381162","","10.1074/jbc.M110.116467"
"33928182","Hyperspectral multiphoton microscopy for in vivo visualization of multiple, spectrally overlapped fluorescent labels","Bares AJ, Mejooli MA, Pender MA, Leddon SA, Tilley S 2nd, Lin K, Dong J, Kim M, Fowell DJ, Nishimura N, Schaffer CB.","Optica. 2020 Nov 20;7(11):1587-1601. doi: 10.1364/optica.389982.","Bares AJ","Optica","2020","2021/04/30","PMC8081374","NIHMS1690254","10.1364/optica.389982"
"31246475","Glutathione-Mediated Clearable Nanoparticles Based on Ultrasmall Gd(2)O(3) for MSOT/CT/MR Imaging Guided Photothermal/Radio Combination Cancer Therapy","Cheng Y, Lu T, Wang Y, Song Y, Wang S, Lu Q, Yang L, Tan F, Li J, Li N.","Mol Pharm. 2019 Aug 5;16(8):3489-3501. doi: 10.1021/acs.molpharmaceut.9b00332. Epub 2019 Jun 27.","Cheng Y","Mol Pharm","2019","2019/06/28","","","10.1021/acs.molpharmaceut.9b00332"
"35612491","Tunable and Enhanced NIR-II Luminescence from Heavily Doped Rare-Earth Nanoparticles for In Vivo Bioimaging","Zhang Z, Yang Y, Zhao M, Lu L, Zhang F, Fan Y.","ACS Appl Bio Mater. 2022 Jun 20;5(6):2935-2942. doi: 10.1021/acsabm.2c00268. Epub 2022 May 25.","Zhang Z","ACS Appl Bio Mater","2022","2022/05/25","","","10.1021/acsabm.2c00268"
"28850218","Monodisperse Au-Fe(2)C Janus Nanoparticles: An Attractive Multifunctional Material for Triple-Modal Imaging-Guided Tumor Photothermal Therapy","Ju Y, Zhang H, Yu J, Tong S, Tian N, Wang Z, Wang X, Su X, Chu X, Lin J, Ding Y, Li G, Sheng F, Hou Y.","ACS Nano. 2017 Sep 26;11(9):9239-9248. doi: 10.1021/acsnano.7b04461. Epub 2017 Sep 5.","Ju Y","ACS Nano","2017","2017/08/30","","","10.1021/acsnano.7b04461"
"25791782","Miniaturized optical neuroimaging in unrestrained animals","Yu H, Senarathna J, Tyler BM, Thakor NV, Pathak AP.","Neuroimage. 2015 Jun;113:397-406. doi: 10.1016/j.neuroimage.2015.02.070. Epub 2015 Mar 17.","Yu H","Neuroimage","2015","2015/03/21","PMC5538377","NIHMS680189","10.1016/j.neuroimage.2015.02.070"
"24339736","Mapping in vivo tumor oxygenation within viable tumor by 19F-MRI and multispectral analysis","Shi Y, Oeh J, Eastham-Anderson J, Yee S, Finkle D, Peale FV Jr, Ross J, Hedehus M, van Bruggen N, Venook R, Ross S, Sampath D, Carano RA.","Neoplasia. 2013 Nov;15(11):1241-50. doi: 10.1593/neo.131468.","Shi Y","Neoplasia","2013","2013/12/17","PMC3858898","","10.1593/neo.131468"
"31325079","Hyperspectral Multiplexed Biological Imaging of Nanoprobes Emitting in the Short-Wave Infrared Region","Yakovliev A, Ziniuk R, Wang D, Xue B, Vretik LO, Nikolaeva OA, Tan M, Chen G, Slominskii YL, Qu J, Ohulchanskyy TY.","Nanoscale Res Lett. 2019 Jul 19;14(1):243. doi: 10.1186/s11671-019-3068-x.","Yakovliev A","Nanoscale Res Lett","2019","2019/07/21","PMC6642248","","10.1186/s11671-019-3068-x"
"26720275","Lipid-Mediated Targeting with Membrane-Wrapped Nanoparticles in the Presence of Corona Formation","Xu F, Reiser M, Yu X, Gummuluru S, Wetzler L, Reinhard BM.","ACS Nano. 2016 Jan 26;10(1):1189-200. doi: 10.1021/acsnano.5b06501. Epub 2016 Jan 6.","Xu F","ACS Nano","2016","2016/01/01","PMC4842014","NIHMS751145","10.1021/acsnano.5b06501"
"19601702","In vivo acceleration of skin growth using a servo-controlled stretching device","Chin MS, Ogawa R, Lancerotto L, Pietramaggiori G, Schomacker KT, Mathews JC, Scherer SS, Van Duyn P, Prsa MJ, Ottensmeyer MP, Veves A, Orgill DP.","Tissue Eng Part C Methods. 2010 Jun;16(3):397-405. doi: 10.1089/ten.TEC.2009.0185.","Chin MS","Tissue Eng Part C Methods","2010","2009/07/16","","","10.1089/ten.TEC.2009.0185"
"36260692","Multispectral fluorine-19 MRI enables longitudinal and noninvasive monitoring of tumor-associated macrophages","Croci D, Santalla Méndez R, Temme S, Soukup K, Fournier N, Zomer A, Colotti R, Wischnewski V, Flögel U, van Heeswijk RB, Joyce JA.","Sci Transl Med. 2022 Oct 19;14(667):eabo2952. doi: 10.1126/scitranslmed.abo2952. Epub 2022 Oct 19.","Croci D","Sci Transl Med","2022","2022/10/19","","","10.1126/scitranslmed.abo2952"
"23467754","The use of optical spectroscopy for in vivo detection of cervical pre-cancer","Hariri Tabrizi S, Aghamiri SM, Farzaneh F, Sterenborg HJ.","Lasers Med Sci. 2014 Mar;29(2):831-45. doi: 10.1007/s10103-013-1288-3. Epub 2013 Mar 7.","Hariri Tabrizi S","Lasers Med Sci","2014","2013/03/08","","","10.1007/s10103-013-1288-3"
"25453969","Dynamic imaging of PEGylated indocyanine green (ICG) liposomes within the tumor microenvironment using multi-spectral optoacoustic tomography (MSOT)","Beziere N, Lozano N, Nunes A, Salichs J, Queiros D, Kostarelos K, Ntziachristos V.","Biomaterials. 2015 Jan;37:415-24. doi: 10.1016/j.biomaterials.2014.10.014. Epub 2014 Oct 23.","Beziere N","Biomaterials","2015","2014/12/03","","","10.1016/j.biomaterials.2014.10.014"
"24049723","Latanoprost Stimulates Ocular Lymphatic Drainage: An In Vivo Nanotracer Study","Tam AL, Gupta N, Zhang Z, Yücel YH.","Transl Vis Sci Technol. 2013 Aug;2(5):3. doi: 10.1167/tvst.2.5.3. Epub 2013 Aug 7.","Tam AL","Transl Vis Sci Technol","2013","2013/09/20","PMC3763898","","10.1167/tvst.2.5.3"
"32745301","CreLite: An optogenetically controlled Cre/loxP system using red light","Yen ST, Trimmer KA, Aboul-Fettouh N, Mullen RD, Culver JC, Dickinson ME, Behringer RR, Eisenhoffer GT.","Dev Dyn. 2020 Nov;249(11):1394-1403. doi: 10.1002/dvdy.232. Epub 2020 Aug 31.","Yen ST","Dev Dyn","2020","2020/08/04","PMC7931845","NIHMS1645135","10.1002/dvdy.232"
"27166971","Use of a Multi-compartment Dynamic Single Enzyme Phantom for Studies of Hyperpolarized Magnetic Resonance Agents","Walker CM, Merritt M, Wang JX, Bankson JA.","J Vis Exp. 2016 Apr 15;(110):e53607. doi: 10.3791/53607.","Walker CM","J Vis Exp","2016","2016/05/12","PMC4941925","","10.3791/53607"
